IFU-ICache,IFU-Branch Target Buffer,IFU-Instruction Buffer,IFU-BPT-Global Predictor,IFU-BPT-L1_Local Predictor,IFU-BPT-L2_Local Predictor,IFU-BPT-Chooser,IFU-BPT-RAS,IFU-BPT,IFU-Instruction Decoder,Instruction Fetch Unit (IFU),Load Store Unit,LSU-Data Cache,LSU-Load/Store Queue,MMU-Itlb,MMU-Dtlb,MMU,Execution Unit,EXU-Register Files,EXU-Integer RF,EXU-Floating Point RF,Instruction Scheduler,Int Inst Window,FP Inst Window,Integer ALUs,FPU,MUL,Bypass,iFRAT,fFRAT,ifreeL,ffreeL,RNU,unicache,BUSES,Core,Processor
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.35454e-12,1.85772e-13,1.34172e-05,1.33135e-05,8.498e-07,6.36042e-07,1.33135e-05,1.77532e-06,2.98881e-05,0.000311554,0.000635909,0.000325408,1.90506e-12,0.000103691,6.09862e-05,2.32037e-05,0.000351187,0.000383712,3.20056e-05,3.20048e-05,8.18491e-10,0,0,0,0.000114353,2.28008e-08,0,0,0,0,0,0,0,0,0,0.00169622,0.00169622
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.3498e-12,1.85123e-13,1.3371e-05,1.32674e-05,8.46859e-07,6.33841e-07,1.32674e-05,1.76915e-06,2.97846e-05,0.000310482,0.000634687,0.000325052,1.8984e-12,0.000103335,6.07762e-05,2.31241e-05,0.000350897,0.000383208,3.18955e-05,3.18947e-05,8.15628e-10,0,0,0,0.000113959,2.27211e-08,0,0,0,0,0,0,0,0,0,0.00169384,0.00169384
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.34508e-12,1.84476e-13,1.33248e-05,1.32214e-05,8.43921e-07,6.31642e-07,1.32214e-05,1.763e-06,2.96813e-05,0.000309409,0.000633464,0.000324696,1.89176e-12,0.000102979,6.05661e-05,2.30444e-05,0.000350608,0.000382704,3.17854e-05,3.17846e-05,8.12777e-10,0,0,0,0.000113566,2.26417e-08,0,0,0,0,0,0,0,0,0,0.00169147,0.00169147
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.3404e-12,1.83833e-13,1.32789e-05,1.31756e-05,8.41002e-07,6.29457e-07,1.31756e-05,1.7569e-06,2.95786e-05,0.000308343,0.00063225,0.000324342,1.88517e-12,0.000102626,6.03573e-05,2.29652e-05,0.00035032,0.000382204,3.16759e-05,3.16751e-05,8.09945e-10,0,0,0,0.000113174,2.25628e-08,0,0,0,0,0,0,0,0,0,0.00168912,0.00168912
1.33574e-12,1.83194e-13,1.32331e-05,1.31301e-05,8.38099e-07,6.27284e-07,1.31301e-05,1.75082e-06,2.94765e-05,0.000307281,0.00063104,0.00032399,1.87863e-12,0.000102273,6.01495e-05,2.28863e-05,0.000350033,0.000381705,3.15669e-05,3.15661e-05,8.07133e-10,0,0,0,0.000112785,2.24844e-08,0,0,0,0,0,0,0,0,0,0.00168677,0.00168677
1.33574e-12,1.83194e-13,1.32331e-05,1.31301e-05,8.38099e-07,6.27284e-07,1.31301e-05,1.75082e-06,2.94765e-05,0.000307281,0.00063104,0.00032399,1.87863e-12,0.000102273,6.01495e-05,2.28863e-05,0.000350033,0.000381705,3.15669e-05,3.15661e-05,8.07133e-10,0,0,0,0.000112785,2.24844e-08,0,0,0,0,0,0,0,0,0,0.00168677,0.00168677
1.33574e-12,1.83194e-13,1.32331e-05,1.31301e-05,8.38099e-07,6.27284e-07,1.31301e-05,1.75082e-06,2.94765e-05,0.000307281,0.00063104,0.00032399,1.87863e-12,0.000102273,6.01495e-05,2.28863e-05,0.000350033,0.000381705,3.15669e-05,3.15661e-05,8.07133e-10,0,0,0,0.000112785,2.24844e-08,0,0,0,0,0,0,0,0,0,0.00168677,0.00168677
